-0.257163,0.358056,1.000000
0.376346,0.367734,1.000000
-0.693397,0.634049,1.000000
0.534923,0.417296,1.000000
0.891047,0.451614,1.000000
-0.421394,0.430814,1.000000
-0.116917,0.370229,1.000000
-0.671720,0.701157,1.000000
0.378072,0.265867,1.000000
0.866088,0.560962,1.000000
-0.700271,0.556187,1.000000
-0.544128,0.401007,1.000000
0.107026,0.250719,1.000000
0.181776,0.288945,1.000000
0.803773,0.515867,1.000000
-0.343527,0.435538,1.000000
0.552582,0.290146,1.000000
0.182445,0.506188,1.000000
0.484232,0.350650,1.000000
0.564926,0.337468,1.000000
0.512642,0.325714,1.000000
-0.357688,0.341866,1.000000
0.020073,0.843516,1.000000
0.819309,0.471493,1.000000
-0.659531,0.344231,1.000000
-0.146938,0.392069,1.000000
-0.577284,0.550773,1.000000
-0.514615,0.428258,1.000000
-0.437012,0.399433,1.000000
-0.236713,0.367822,1.000000
0.211592,0.188675,1.000000
-0.749350,0.493004,1.000000
-0.423339,0.442701,1.000000
0.381378,0.277200,1.000000
-0.197087,0.318994,1.000000
0.536537,0.385326,1.000000
-0.403312,0.440696,1.000000
-0.009071,0.306864,1.000000
-0.595655,0.574133,1.000000
-0.307983,0.329306,1.000000
-0.497909,0.356828,1.000000
-0.164015,0.426821,1.000000
-0.802969,0.443143,1.000000
-0.643963,0.651272,1.000000
-0.337706,0.456665,1.000000
-0.845277,0.608558,1.000000
-0.030301,0.123543,1.000000
-0.321975,0.464362,1.000000
-0.848396,0.500759,1.000000
-0.771162,0.473374,1.000000
-0.096375,0.142040,1.000000
0.050861,0.406977,1.000000
0.764226,0.374060,1.000000
0.887539,0.596821,1.000000
0.915267,0.571670,1.000000
0.037280,0.267066,1.000000
0.728299,0.589281,1.000000
-0.354357,0.382976,1.000000
-0.090462,0.664739,1.000000
0.010805,0.408862,1.000000
-0.727163,0.511130,1.000000
-0.557630,0.519839,1.000000
0.500523,0.463620,1.000000
0.071117,0.520137,1.000000
-0.153642,0.435709,1.000000
1.162420,3.529362,1.000000
0.370287,0.327038,1.000000
-0.451035,0.450514,1.000000
0.494952,0.386718,1.000000
0.093130,0.605130,1.000000
-0.505104,0.372459,1.000000
-0.354976,0.497921,1.000000
-0.490347,0.454838,1.000000
-0.712555,0.516299,1.000000
0.008675,0.370686,2.000000
0.768927,2.098919,2.000000
0.059466,0.987230,2.000000
-1.150018,0.562253,2.000000
0.148688,0.530645,2.000000
0.306273,0.534962,2.000000
-0.724720,0.517567,2.000000
-0.933439,0.423483,2.000000
0.087079,0.322844,2.000000
0.165432,0.300151,2.000000
1.038610,1.307962,2.000000
1.097014,2.231142,2.000000
0.907690,0.712556,2.000000
-31.685088,1.826249,2.000000
-0.487871,1.050642,2.000000
0.010279,0.153051,2.000000
-0.058686,0.442968,2.000000
0.734284,0.406165,2.000000
-1.375910,0.636234,2.000000
0.032147,0.646150,2.000000
1.020326,0.778632,2.000000
0.030241,0.359396,2.000000
0.704059,0.526383,2.000000
-0.082086,0.618234,2.000000
0.052884,0.680924,2.000000
-0.796705,0.502400,2.000000
0.096224,0.552919,2.000000
0.027180,0.326260,2.000000
0.074398,0.231193,2.000000
0.550641,2.073013,2.000000
0.052415,0.825866,2.000000
0.689258,0.911880,2.000000
-1.023375,0.352733,2.000000
-0.086697,0.655718,2.000000
-0.154834,0.340958,2.000000
-0.521851,2.118055,2.000000
-0.001661,1.152875,2.000000
1.226124,4.691015,2.000000
-0.021212,0.366143,2.000000
0.003654,0.153846,2.000000
-0.084269,0.322565,2.000000
0.004593,0.108647,2.000000
-0.160774,0.641746,2.000000
-1.187060,1.082599,2.000000
0.968804,0.546868,2.000000
-0.149783,0.472020,2.000000
0.034211,0.163094,2.000000
-0.162135,0.961905,2.000000
1.097808,2.240113,2.000000
0.089018,0.375683,2.000000
1.227812,4.721169,2.000000
0.069125,0.187551,2.000000
-1.078824,0.770443,2.000000
0.069679,1.175514,2.000000
0.082073,0.437305,2.000000
1.152309,2.923316,2.000000
-0.786419,0.502280,2.000000
1.312939,5.953552,2.000000
1.174674,3.333488,2.000000
0.938842,1.124919,2.000000
0.173170,0.449258,2.000000
0.551567,0.353587,2.000000
-0.031506,0.403913,2.000000
-6.614905,1.577194,2.000000
0.613900,0.837005,2.000000
0.017962,0.526766,2.000000
-0.538435,1.413489,2.000000
0.577223,0.877276,2.000000
-0.032159,0.356910,2.000000
0.069371,0.544215,2.000000
0.031250,0.461158,2.000000
-5.579866,0.726565,2.000000
-0.605382,0.918931,2.000000
-1.047897,0.210260,2.000000
-0.490240,1.960843,2.000000
-0.951704,0.523101,2.000000
0.242590,0.375312,2.000000
0.028549,0.361191,2.000000
0.780543,0.331873,2.000000
0.088137,0.619264,2.000000
-0.128771,0.583496,2.000000
0.967161,0.516687,2.000000
-0.031502,0.971807,2.000000
1.103704,2.546679,2.000000
0.017198,0.327089,2.000000
-7.643390,1.216149,2.000000
1.047657,0.839036,2.000000
0.101786,1.218644,2.000000
-0.381732,0.216127,2.000000
0.842219,0.962682,2.000000
-0.139929,0.470062,2.000000
-6.359855,0.723571,2.000000
0.840398,1.745315,2.000000
-0.607225,1.454196,2.000000
-6.389521,0.726472,2.000000
1.152234,2.922761,2.000000
0.153737,0.651368,2.000000
-7.695632,0.667329,2.000000
0.801277,0.153012,2.000000
-0.020411,0.297299,2.000000
0.594087,2.369809,2.000000
0.094886,0.713565,2.000000
-0.001560,0.363176,2.000000
0.841425,0.994386,2.000000
0.594209,0.846039,2.000000
-0.160642,0.212933,2.000000
0.069688,0.616718,2.000000
-0.022041,0.393710,2.000000
-1.162628,0.703250,2.000000
0.168336,0.529379,2.000000
-0.683844,1.714235,2.000000
-0.011441,0.364852,2.000000
1.150039,3.060325,2.000000
0.012507,0.449893,2.000000
-0.020974,0.189948,2.000000
-1.041047,0.726154,2.000000
0.852690,0.613681,2.000000
0.716611,3.021220,2.000000
-7.595694,0.669900,2.000000
0.088096,0.333998,2.000000
-0.115964,0.391083,2.000000
0.443717,0.383374,2.000000
0.779485,0.558978,2.000000
