-0.334563,-1.022927,1.000000
-0.452779,-1.188161,1.000000
-0.825427,-1.002892,1.000000
-0.558446,-0.868656,1.000000
-0.677869,-1.132082,1.000000
-0.473228,-1.189751,1.000000
-0.363756,-0.982295,1.000000
-0.768341,-0.862901,1.000000
-0.314294,-0.967004,1.000000
-0.721017,-1.105716,1.000000
-0.644020,-0.773626,1.000000
-0.344383,-1.149955,1.000000
-0.244698,-0.977588,1.000000
-0.293246,-1.186935,1.000000
-0.737353,-1.103761,1.000000
-0.380827,-1.043400,1.000000
-0.323836,-1.203750,1.000000
-0.640858,-1.117826,1.000000
-0.410770,-1.095794,1.000000
-0.432571,-1.183328,1.000000
-0.359035,-1.077984,1.000000
-0.309020,-1.070565,1.000000
-1.185180,-1.146966,1.000000
-0.703710,-0.958338,1.000000
-0.310792,-0.925030,1.000000
-0.452917,-0.911358,1.000000
-0.697198,-1.033184,1.000000
-0.517079,-0.986720,1.000000
-0.409116,-0.889894,1.000000
-0.344803,-1.016384,1.000000
-0.204493,-0.782497,1.000000
-0.470140,-1.130973,1.000000
-0.497084,-1.010732,1.000000
-0.292568,-1.179416,1.000000
-0.308182,-1.154130,1.000000
-0.460233,-1.127292,1.000000
-0.496632,-1.011675,1.000000
-0.295939,-1.056929,1.000000
-0.728672,-1.064503,1.000000
-0.314316,-1.056288,1.000000
-0.317519,-1.028908,1.000000
-0.525493,-0.980354,1.000000
-0.447765,-1.056449,1.000000
-0.699446,-0.890247,1.000000
-0.444878,-1.316427,1.000000
-0.643678,-0.982316,1.000000
-0.092344,-0.944715,1.000000
-0.535579,-1.003583,1.000000
-0.561667,-1.168451,1.000000
-0.478797,-1.071355,1.000000
-0.091867,-1.161073,1.000000
-0.396005,-1.367257,1.000000
-0.523711,-0.967226,1.000000
-0.914322,-1.041270,1.000000
-0.886855,-1.008157,1.000000
-0.260654,-0.925178,1.000000
-0.887431,-1.136095,1.000000
-0.385449,-1.107583,1.000000
-0.887134,-1.040757,1.000000
-0.395789,-1.359305,1.000000
-0.550142,-1.176435,1.000000
-0.598624,-1.124495,1.000000
-0.638108,-1.102371,1.000000
-0.643558,-0.973491,1.000000
-0.525067,-0.970102,1.000000
-5.136042,-0.998644,1.000000
-0.369354,-0.896371,1.000000
-0.516609,-1.109724,1.000000
